category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,134,4514,0.029689,1004.0048059999999,1384.6316688656807,0.7251059999999999,"[397165, 47596, 209242, 61178, 200081, 400519, 15967, 138190, 205989, 201633]"
Computer and Information Technology,3977,4514,0.881069,257.243558,1384.6316688656807,0.185775,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 49581, 200373, 51837, 49542, 61317, 60781, 62217, 204490, 51659, 207990, 213220, 29182, 208626, 3175, 206873, 7018, 48108, 212477, 49392, 212521, 56534, 50902, 198571, 58061, 1239, 22773, 54113, 50113, 210499, 60703, 15317, 49981, 135605, 64080, 266732, 396113, 47447, 41108, 150347, 36992, 202235, 199669, 30721, 28753, 196968, 196733, 396362, 209146, 43260, 43317, 150445, 25145, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 36791, 38732, 33480, 202990, 28573, 58057, 202528, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 199974, 136620, 47583, 16724, 51847, 32931, 203314, 263110, 20253, 20446, 41378, 212238, 46562, 949, 40676, 60539, 1921, 56758, 207021, 205544, 208685, 9902, 197433, 14153, 13213, 37963, 62874, 48254, 198412, 133612, 201178, 140810, 59711, 133480, 51430, 63213, 210937, 61323, 52041, 394923, 6369, 55081, 47720, 201029, 200393, 206368, 30811, 400797, 30081, 43357, 141039, 25923, 209181, 139693, 7713, 6762, 4788, 4761, 4657, 58453, 16625]"
None,281,4514,0.062259,89.08257900000002,1384.6316688656807,0.064336,"[204916, 198231, 210695, 42692, 210852, 131910, 147057, 271991, 199614, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 33760, 197919, 197606, 211051, 216435, 216452, 54197, 399358, 151464, 202888, 202662]"
Finance and Insurance,19,4514,0.00421,18.000015,1384.6316688656807,0.013000000000000001,"[209968, 60389, 51126, 201836]"
Education and Research,23,4514,0.005099,6.014907,1384.6316688656807,0.004344,"[209641, 56434, 4538, 46019, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4514,0.001331,4.000030000000001,1384.6316688656807,0.002889,"[44477, 51259, 203635, 23145]"
"Freight, Shipment, and Postal Services",5,4514,0.001108,2.000046,1384.6316688656807,0.001444,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4514,0.004209999999999999,1.1721649999999997,1384.6316688656807,0.000846,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,28,4514,0.006204,1.104553,1384.6316688656807,0.000797,"[52042, 399558, 199925, 151338, 39900]"
Other,11,4514,0.002437,1.0001539999999998,1384.6316688656807,0.000722,"[141444, 50069, 38008, 40138]"
Travel and Accommodation,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[133375]
Health Care Services,3,4514,0.000665,0.004395,1384.6316688656807,3e-06,[46997]
"Retail Stores, Wholesale, and E-commerce Sites",5,4514,0.001109,0.003967000000000001,1384.6316688656807,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4514,0.000443,0.000488,1384.6316688656807,0.0,[205212]
